sentID,trueLabel,llama3.2:1b|EMO01__pred,llama3.2:1b|EMO01 + Few_shot01__pred,llama3.2:1b|EMO01 + Few_shot02__pred,llama3.2:1b|EMO01 + Role01__pred,llama3.2:1b|EMO01 + Role02__pred,llama3.2:1b|EMO02__pred,llama3.2:1b|EMO02 + Few_shot01__pred,llama3.2:1b|EMO02 + Few_shot02__pred,llama3.2:1b|EMO02 + Role01__pred,llama3.2:1b|EMO02 + Role02__pred,llama3.2:1b|Few_shot01__pred,llama3.2:1b|Few_shot02__pred,llama3.2:1b|Role01__pred,llama3.2:1b|Role01 + Few_shot01__pred,llama3.2:1b|Role01 + Few_shot02__pred,llama3.2:1b|Role02__pred,llama3.2:1b|Role02 + Few_shot01__pred,llama3.2:1b|Role02 + Few_shot02__pred
HPRD50.d30.s0_280,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
HPRD50.d30.s0_281,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HPRD50.d30.s0_282,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HPRD50.d31.s0_283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d31.s1_284,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HPRD50.d32.s0_285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s0_286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s0_287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s0_288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s0_289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s0_290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s1_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s1_292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s1_293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s1_294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s1_295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s1_296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s2_297,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
HPRD50.d32.s3_298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s3_299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s3_300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s3_301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s3_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s3_303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s4_304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s5_305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d32.s6_326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d33.s0_327,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d33.s0_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d33.s0_329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d33.s1_330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d33.s1_331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d33.s1_332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HPRD50.d34.s0_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d34.s1_334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d34.s1_335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d34.s1_336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d35.s0_337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d35.s1_338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s0_353,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s1_354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s1_355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d38.s1_356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d39.s0_357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d39.s0_358,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d39.s0_359,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d39.s1_360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d4.s0_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d4.s1_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d4.s1_24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d4.s1_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d4.s1_26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d4.s1_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d4.s1_28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d40.s0_361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d40.s1_362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d5.s0_29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d5.s1_30,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HPRD50.d5.s2_31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d5.s3_32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d5.s4_33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d5.s5_34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s0_35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s1_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s2_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s2_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s2_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s2_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s2_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s2_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d7.s3_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d8.s0_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d9.s0_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d9.s0_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d9.s0_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPRD50.d9.s1_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
